IPO_Name,Date,Issue_Size,QIB,HNI,RII,Total,Issue_Price,Listing_Gain_Pct,Positive_Listing,Strong_Listing,Current_Gain_Pct,Cluster,Cluster_Name
MTAR Technologies Limited,2021-03-15,596.41,164.99,650.79,28.4,200.79,575,85.03,1,1,156.52,2,"Blockbuster
Demand Stars"
Easy Trip Planners Limited,2021-03-19,510.0,77.53,382.21,70.4,159.33,187,10.16,1,0,-95.05,2,"Blockbuster
Demand Stars"
Anupam Rasayan India Limited,2021-03-24,760.0,65.74,97.42,10.77,44.06,555,-3.66,0,0,104.56,2,"Blockbuster
Demand Stars"
Laxmi Organic Industries Limited,2021-03-25,600.0,175.43,217.62,20.06,106.79,130,20.15,1,1,41.15,2,"Blockbuster
Demand Stars"
Craftsman Automation Limited,2021-03-25,823.7,5.21,2.84,3.43,3.81,1490,-9.4,0,0,359.39,1,"Institutional
Heavyweights"
Kalyan Jewellers India Limited,2021-03-26,1174.82,2.76,1.91,2.82,2.61,87,-15.06,0,0,499.25,1,"Institutional
Heavyweights"
Suryoday Small Finance Bank Limited,2021-03-26,580.84,2.18,1.31,3.09,2.37,305,-3.93,0,0,-59.59,0,"Retail-Driven
Weak Demand"
Nazara Technologies Limited,2021-03-30,582.69,103.77,389.89,75.29,175.46,1101,79.02,1,1,28.6,2,"Blockbuster
Demand Stars"
Barbeque Nation Hospitality Limited,2021-04-07,452.87,5.11,3.1,13.13,5.98,500,-1.6,0,0,-48.73,0,"Retail-Driven
Weak Demand"
Macrotech Developers Limited (Lodha Group),2021-04-19,2500.0,3.05,1.44,0.4,1.36,486,-9.67,0,0,151.54,1,"Institutional
Heavyweights"
Powergrid Infrastructure Investment Trust,2021-05-14,7734.99,4.63,5.07,0.0,4.83,100,4.0,1,0,-8.75,1,"Institutional
Heavyweights"
Shyam Metalics and Energy Limited,2021-06-24,908.55,155.71,339.98,11.58,121.4,306,19.93,1,1,208.71,2,"Blockbuster
Demand Stars"
Sona BLW Precision Forgings Limited,2021-06-24,5550.0,3.46,0.39,1.57,2.28,291,3.92,1,0,53.9,1,"Institutional
Heavyweights"
Krishna Institute of Medical Sciences Limited,2021-06-28,2143.74,5.26,1.89,2.9,3.86,825,22.29,1,1,-11.53,1,"Institutional
Heavyweights"
Dodla Dairy Limited,2021-06-28,520.18,84.88,73.26,11.33,45.61,428,23.36,1,1,203.5,2,"Blockbuster
Demand Stars"
India Pesticides Limited,2021-07-05,800.0,42.95,51.88,11.3,29.04,296,21.62,1,1,-25.74,2,"Blockbuster
Demand Stars"
G R Infraprojects Limited,2021-07-19,962.33,75.4,165.03,7.69,59.1,837,103.11,1,1,48.43,2,"Blockbuster
Demand Stars"
Clean Science and Technology Limited,2021-07-19,1546.62,70.31,110.28,5.71,46.57,900,98.27,1,1,30.54,2,"Blockbuster
Demand Stars"
Eternal Limited,2021-07-23,9375.0,51.79,32.96,7.45,38.25,76,51.32,1,1,302.11,1,"Institutional
Heavyweights"
Tatva Chintan Pharma Chem Limited,2021-07-29,500.0,185.23,512.22,35.35,180.36,1083,95.0,1,1,-4.32,2,"Blockbuster
Demand Stars"
Alivus Life Sciences Limited,2021-08-06,1513.6,36.97,122.54,14.63,44.17,720,4.32,1,0,30.24,2,"Blockbuster
Demand Stars"
Rolex Rings Limited,2021-08-09,731.1,143.58,360.11,24.49,130.44,900,38.78,1,1,53.29,2,"Blockbuster
Demand Stars"
Krsnaa Diagnostics Limited,2021-08-16,1213.34,49.83,116.3,42.04,64.4,954,7.44,1,0,-12.37,2,"Blockbuster
Demand Stars"
Exxaro Tiles Limited,2021-08-16,160.77,17.67,5.36,40.1,22.68,120,5.0,1,0,-93.46,0,"Retail-Driven
Weak Demand"
Windlas Biotech Limited,2021-08-16,401.54,24.4,15.73,24.27,22.47,460,-4.57,0,0,101.98,1,"Institutional
Heavyweights"
Devyani International Limited,2021-08-16,1838.0,95.27,213.06,39.52,116.71,90,56.67,1,1,71.72,2,"Blockbuster
Demand Stars"
CarTrade Tech Limited,2021-08-20,2998.51,35.45,41.0,2.75,20.29,1618,-1.11,0,0,41.0,1,"Institutional
Heavyweights"
Nuvoco Vistas Corporation Limited,2021-08-23,5000.0,4.23,0.66,0.73,1.71,570,-17.37,0,0,-20.92,1,"Institutional
Heavyweights"
Chemplast Sanmar Limited,2021-08-24,3850.0,2.7,1.03,2.29,2.17,541,-2.96,0,0,-24.37,1,"Institutional
Heavyweights"
Aptus Value Housing Finance India Limited,2021-08-24,2780.05,32.41,33.91,1.35,17.2,353,-6.53,0,0,-4.63,1,"Institutional
Heavyweights"
Acutaas Chemicals Limited,2021-09-14,569.64,86.64,154.81,13.36,64.54,610,47.87,1,1,113.23,2,"Blockbuster
Demand Stars"
Vijaya Diagnostic Centre Limited,2021-09-14,1894.26,13.07,1.32,1.09,4.54,531,2.13,1,0,98.78,1,"Institutional
Heavyweights"
Sansera Engineering Limited,2021-09-24,1282.52,0.29,0.07,0.87,0.53,744,9.05,1,0,71.73,0,"Retail-Driven
Weak Demand"
Paras Defence and Space Technologies Limited,2021-10-01,170.78,169.65,927.7,112.81,304.26,175,171.43,1,1,272.6,2,"Blockbuster
Demand Stars"
Aditya Birla Sun Life AMC Limited,2021-10-11,2768.26,10.36,4.39,3.24,5.24,712,0.0,0,0,19.09,1,"Institutional
Heavyweights"
FSN E Commerce Ventures Limited (Nykaa),2021-11-10,5349.72,91.18,112.02,12.24,81.78,1125,77.87,1,1,-81.96,2,"Blockbuster
Demand Stars"
Fino Payments Bank Limited,2021-11-12,1200.29,1.65,0.21,5.92,2.03,577,-5.03,0,0,-56.4,0,"Retail-Driven
Weak Demand"
Sigachi Industries Limited,2021-11-15,125.43,86.51,172.43,80.49,101.91,163,252.76,1,1,-80.6,2,"Blockbuster
Demand Stars"
S.J.S Enterprises Limited,2021-11-15,800.0,1.42,2.32,1.38,1.59,542,-0.37,0,0,118.48,1,"Institutional
Heavyweights"
PB Fintech,2021-11-15,5709.72,24.89,7.82,3.31,16.59,980,17.35,1,1,86.81,1,"Institutional
Heavyweights"
One97 Communications,2021-11-18,18300.0,2.79,0.24,1.66,1.89,2150,-9.07,0,0,-48.68,1,"Institutional
Heavyweights"
Sapphire Foods India,2021-11-18,2073.25,7.5,3.46,8.7,6.62,1180,11.1,1,0,-72.78,1,"Institutional
Heavyweights"
Latent View Analytics,2021-11-23,600.0,145.48,850.66,119.44,326.49,197,169.04,1,1,101.78,2,"Blockbuster
Demand Stars"
Tarsons Products,2021-11-26,1023.47,115.77,184.58,10.56,77.49,662,5.74,1,0,-43.75,2,"Blockbuster
Demand Stars"
Go Fashion (India) Limited,2021-11-30,1013.61,100.73,262.08,49.7,135.46,690,90.72,1,1,1.57,2,"Blockbuster
Demand Stars"
Star Health and Allied Insurance Company Limited,2021-12-10,6400.44,1.03,0.19,1.1,0.79,900,-5.69,0,0,-51.52,1,"Institutional
Heavyweights"
Tega Industries Limited,2021-12-13,619.23,215.45,666.19,29.44,219.04,453,66.23,1,1,297.69,2,"Blockbuster
Demand Stars"
Anand Rathi Wealth Limited,2021-12-14,659.38,2.5,25.42,7.76,9.78,550,9.46,1,0,397.46,0,"Retail-Driven
Weak Demand"
Rategain Travel Technologies Limited,2021-12-17,1335.74,8.42,42.04,8.08,17.41,425,-14.16,0,0,13.46,2,"Blockbuster
Demand Stars"
Shriram Properties Limited,2021-12-20,600.0,1.85,4.82,12.72,4.6,118,-20.34,0,0,-23.47,0,"Retail-Driven
Weak Demand"
C.E. Info Systems Limited (MapmyIndia),2021-12-21,1039.61,196.36,424.69,15.2,154.71,1033,53.05,1,1,74.11,2,"Blockbuster
Demand Stars"
MedPlus Health Services Limited,2021-12-23,1398.3,111.9,85.33,5.24,52.59,796,27.51,1,1,1.9722,2,"Blockbuster
Demand Stars"
Data Patterns (India) Limited,2021-12-24,588.22,190.86,254.22,23.14,119.62,585,47.69,1,1,331.31,2,"Blockbuster
Demand Stars"
HP Adhesives Limited,2021-12-27,125.96,1.82,19.04,81.24,20.96,274,16.42,1,1,-83.21,0,"Retail-Driven
Weak Demand"
Supriya Lifescience Limited,2021-12-28,700.0,31.83,161.22,56.01,71.51,274,55.11,1,1,139.73,2,"Blockbuster
Demand Stars"
CMS Info Systems Limited,2021-12-31,1100.0,1.98,1.45,2.15,1.95,216,1.16,1,0,102.62,1,"Institutional
Heavyweights"
AGS Transact Technologies Limited,2022-01-31,680.0,2.68,25.61,3.08,7.79,175,0.57,1,0,-97.02,2,"Blockbuster
Demand Stars"
AWL Agri Business Limited (formerly Adani Wilmar Limited),2022-02-08,3600.0,5.73,56.3,3.92,17.37,230,-3.91,0,0,10.43,2,"Blockbuster
Demand Stars"
Vedant Fashions Limited,2022-02-16,3149.19,7.49,1.07,0.39,2.57,866,8.08,1,0,-14.32,1,"Institutional
Heavyweights"
Uma Exports Limited,2022-04-07,60.0,2.81,0.94,6.28,4.64,68,17.65,1,1,-31.99,0,"Retail-Driven
Weak Demand"
Patanjali Foods Limited (formerly Ruchi Soya Industries Limited),2022-04-08,4300.0,2.2,11.75,0.9,3.6,650,30.77,1,1,178.75,2,"Blockbuster
Demand Stars"
Veranda Learning Solutions Limited,2022-04-11,200.0,2.02,2.09,5.68,2.24,137,14.6,1,0,66.97,0,"Retail-Driven
Weak Demand"
Hariom Pipe Industries Limited,2022-04-13,130.05,1.91,2.68,6.92,3.57,153,39.87,1,1,235.49,0,"Retail-Driven
Weak Demand"
Campus Activewear (India) Limited,2022-05-09,1399.6,152.04,10.68,4.73,28.55,292,21.58,1,1,-10.75,1,"Institutional
Heavyweights"
Rainbow Children’s Medicare Limited,2022-05-10,1580.85,38.9,1.37,0.7,5.25,542,-6.64,0,0,183.19,1,"Institutional
Heavyweights"
Life Insurance Corporation of India (LIC),2022-05-17,20557.2,2.83,1.39,1.14,1.64,949,-8.62,0,0,-3.19,1,"Institutional
Heavyweights"
Prudent Corporate Advisory Services Limited,2022-05-20,537.94,1.26,0.74,0.61,0.81,630,4.76,1,0,323.12,1,"Institutional
Heavyweights"
Venus Pipes & Tubes Limited,2022-05-24,165.42,12.02,6.59,11.12,8.69,326,2.76,1,0,315.95,0,"Retail-Driven
Weak Demand"
Delhivery Limited,2022-05-24,5235.0,2.66,0.27,0.31,0.39,487,1.23,1,0,-4.54,1,"Institutional
Heavyweights"
Paradeep Phosphates Limited,2022-05-27,1501.73,3.01,0.32,0.8,0.83,42,3.69,1,0,420.12,1,"Institutional
Heavyweights"
Ethos Limited,2022-05-30,402.26,1.06,0.76,0.32,0.61,878,-5.47,0,0,216.77,1,"Institutional
Heavyweights"
eMudhra Ltd,2022-06-01,412.79,4.05,1.28,2.61,2.72,256,5.86,1,0,197.66,1,"Institutional
Heavyweights"
Aether Industries,2022-06-03,808.04,17.57,1.33,0.59,2.91,642,9.99,1,0,13.93,1,"Institutional
Heavyweights"
Syrma SGS Technologies,2022-08-26,840.13,87.56,7.13,2.84,15.59,220,19.09,1,1,217.73,1,"Institutional
Heavyweights"
Dreamfolks Services,2022-09-06,562.1,70.53,37.66,43.66,56.68,326,54.91,1,1,-55.86,2,"Blockbuster
Demand Stars"
Tamilnad Mercantile,2022-09-15,807.84,1.62,2.94,6.48,2.86,510,0.0,0,0,-15.78,0,"Retail-Driven
Weak Demand"
Harsha Engineers,2022-09-26,755.0,178.26,40.36,12.44,47.19,330,34.55,1,1,25.76,1,"Institutional
Heavyweights"
Electronics Mart India,2022-10-17,500.0,169.54,63.59,19.72,71.93,59,51.53,1,1,102.37,2,"Blockbuster
Demand Stars"
Tracxn Technologies,2022-10-20,309.38,1.66,0.23,2.39,0.71,80,3.75,1,0,-33.99,0,"Retail-Driven
Weak Demand"
DCX Systems Ltd,2022-11-11,500.0,84.32,43.97,61.77,69.79,207,38.29,1,1,21.62,2,"Blockbuster
Demand Stars"
Fusion Finance Ltd,2022-11-15,1103.99,8.59,1.38,0.51,2.95,368,-2.04,0,0,-58.14,1,"Institutional
Heavyweights"
Global Health Limited,2022-11-16,2205.57,28.64,4.02,0.88,9.58,336,18.5,1,1,310.98,1,"Institutional
Heavyweights"
Bikaji Foods International Limited,2022-11-16,880.85,80.63,7.1,4.77,26.67,300,7.05,1,0,141.98,1,"Institutional
Heavyweights"
Five Star Business Finance Limited,2022-11-21,1588.51,1.77,0.61,0.11,0.7,474,-5.07,0,0,21.5,1,"Institutional
Heavyweights"
Archean Chemical Industries Limited,2022-11-21,1462.31,48.91,14.9,9.96,32.23,407,10.32,1,0,53.56,1,"Institutional
Heavyweights"
Kaynes Technology India Limited,2022-11-22,857.82,98.47,21.21,4.1,34.16,587,32.03,1,1,897.59,1,"Institutional
Heavyweights"
Inox Green Energy Limited,2022-11-23,740.0,1.05,0.47,4.7,1.55,65,-6.92,0,0,146.15,0,"Retail-Driven
Weak Demand"
Keystone Realtors Limited,2022-11-24,635.0,3.84,3.03,0.53,2.01,541,2.59,1,0,11.6,1,"Institutional
Heavyweights"
Dharmaj Crop Guard Limited,2022-12-08,251.09,48.21,52.29,21.53,35.49,237,12.24,1,0,34.81,2,"Blockbuster
Demand Stars"
Uniparts India Limited,2022-12-12,835.61,67.14,17.86,4.63,25.32,577,-0.35,0,0,-32.25,1,"Institutional
Heavyweights"
Sula Vineyards Limited,2022-12-22,960.35,4.13,1.51,1.65,2.33,357,0.28,1,0,-29.97,1,"Institutional
Heavyweights"
Abans Financial Services Limited,2022-12-23,345.6,4.1,1.48,0.4,1.1,270,0.0,0,0,-17.98,1,"Institutional
Heavyweights"
Landmark Cars Limited,2022-12-23,552.0,8.71,1.32,0.59,3.06,506,-6.86,0,0,-2.78,1,"Institutional
Heavyweights"
KFin Technologies Limited,2022-12-29,1500.0,4.17,0.23,1.36,2.59,366,0.82,1,0,197.36,1,"Institutional
Heavyweights"
Elin Electronics Limited,2022-12-30,475.0,4.51,3.29,2.2,3.09,247,-1.62,0,0,-30.4,1,"Institutional
Heavyweights"
Radiant Cash Management Services Limited,2023-01-04,256.64,1.01,0.66,0.21,0.53,94,5.64,1,0,-42.36,1,"Institutional
Heavyweights"
Sah Polymers Limited,2023-01-12,66.3,2.4,32.69,39.78,17.46,65,30.77,1,1,76.15,0,"Retail-Driven
Weak Demand"
Divgi Torqtransfer Systems Limited,2023-03-14,412.12,7.83,1.4,4.31,5.44,590,1.69,1,0,10.01,1,"Institutional
Heavyweights"
Global Surfaces Limited,2023-03-23,154.98,8.95,33.1,5.12,12.21,140,16.43,1,1,-12.21,2,"Blockbuster
Demand Stars"
Udayshivakumar Infosolutions Limited,2023-04-03,66.0,40.47,60.42,14.1,30.63,35,0.0,0,0,2.86,2,"Blockbuster
Demand Stars"
Avalon Technologies Limited,2023-04-18,865.0,3.57,0.41,0.84,2.21,436,-1.15,0,0,102.8,1,"Institutional
Heavyweights"
Mankind Pharma Limited,2023-05-09,4326.36,49.16,3.8,0.92,15.32,1080,20.37,1,1,126.6,1,"Institutional
Heavyweights"
Nexus Select Trust,2023-05-19,3200.0,0.0,0.0,0.0,3.61,100,2.27,1,0,49.01,1,"Institutional
Heavyweights"
IKIO Technologies Limited (formerly IKIO Lighting Limited),2023-06-16,606.5,163.58,63.35,13.86,66.3,285,37.19,1,1,-33.51,2,"Blockbuster
Demand Stars"
HMA Agro Industries Limited,2023-07-04,480.0,1.74,2.97,0.96,1.62,585,5.13,1,0,-94.79,1,"Institutional
Heavyweights"
Ideaforge Technologies Limited,2023-07-07,567.25,125.81,80.58,85.2,106.06,672,94.21,1,1,-31.66,2,"Blockbuster
Demand Stars"
Cyient DLM Limited,2023-07-10,592.0,90.44,45.05,49.22,67.31,265,51.32,1,1,62.26,2,"Blockbuster
Demand Stars"
Senco Gold Limited,2023-07-14,405.0,180.94,64.99,15.46,73.35,317,35.96,1,1,6.31,2,"Blockbuster
Demand Stars"
Utkarsh Small Finance Bank Limited,2023-07-21,500.0,124.85,81.64,72.11,101.91,25,59.8,1,1,-17.0,2,"Blockbuster
Demand Stars"
Netweb Technologies India Limited,2023-07-27,631.0,228.91,81.81,19.15,90.36,500,88.5,1,1,322.3,2,"Blockbuster
Demand Stars"
Yatharth Hospital & Trauma Care Services Limited,2023-08-07,686.55,85.1,37.22,8.34,36.16,300,1.33,1,0,139.0,1,"Institutional
Heavyweights"
SBFC Finance Limited,2023-08-16,1025.0,192.9,49.09,10.99,70.16,57,43.84,1,1,83.16,1,"Institutional
Heavyweights"
Concord Biotech Limited,2023-08-18,1550.52,67.67,16.99,3.78,24.87,741,21.46,1,1,119.16,1,"Institutional
Heavyweights"
TVS Supply Chain Solutions Limited,2023-08-23,880.0,1.35,2.35,7.61,2.78,197,4.72,1,0,-32.79,0,"Retail-Driven
Weak Demand"
Pyramid Technoplast Limited,2023-08-29,153.05,9.94,32.24,14.72,18.29,166,11.45,1,0,-3.34,0,"Retail-Driven
Weak Demand"
Aeroflex Industries Limited,2023-08-31,351.0,194.73,126.13,34.41,97.11,108,82.78,1,1,67.36,2,"Blockbuster
Demand Stars"
Vishnu Prakash R P Limited,2023-09-05,308.61,171.69,111.03,32.02,87.82,99,64.95,1,1,56.77,2,"Blockbuster
Demand Stars"
Rishabh Instruments Limited,2023-09-11,490.78,72.54,31.29,8.44,31.65,441,4.31,1,0,-35.05,1,"Institutional
Heavyweights"
Ratnaveer Precision Limited,2023-09-11,165.03,133.05,135.21,54.01,93.99,98,30.61,1,1,41.33,2,"Blockbuster
Demand Stars"
Jupiter Life Line Limited,2023-09-18,869.08,187.32,34.75,7.73,63.72,735,30.61,1,1,91.38,1,"Institutional
Heavyweights"
R R Kabel Limited,2023-09-20,1964.01,52.26,13.23,2.13,18.69,1035,13.91,1,0,17.03,1,"Institutional
Heavyweights"
EMS Limited,2023-09-21,321.25,0.67,29.73,16.62,15.05,211,33.44,1,1,175.12,0,"Retail-Driven
Weak Demand"
Zaggle Prepaid Ocean Limited,2023-09-22,563.38,16.73,8.85,5.94,12.57,164,-1.22,0,0,129.76,1,"Institutional
Heavyweights"
Samhi Hotels Limited,2023-09-22,1370.1,8.82,1.22,1.11,5.33,126,3.61,1,0,74.33,1,"Institutional
Heavyweights"
Sai Silks (Kalamandir) Limited,2023-09-27,1201.0,12.35,2.47,0.88,4.4,222,3.65,1,0,-22.84,1,"Institutional
Heavyweights"
Signature Global India Limited,2023-09-27,730.0,12.71,13.54,6.82,11.88,385,15.58,1,1,189.29,1,"Institutional
Heavyweights"
Yatra Online Limited,2023-09-28,775.0,2.05,0.42,2.11,1.61,142,-8.45,0,0,-7.98,1,"Institutional
Heavyweights"
Manoj Vaibhav Gems,2023-10-03,270.2,1.06,5.18,1.66,2.25,215,0.0,0,0,-4.33,0,"Retail-Driven
Weak Demand"
JSW Infrastructure Limited,2023-10-03,2800.0,57.09,15.99,10.32,37.37,119,20.17,1,1,148.7,1,"Institutional
Heavyweights"
Updater Services Limited,2023-10-04,640.0,4.48,0.85,1.39,2.9,300,-0.03,0,0,-13.33,1,"Institutional
Heavyweights"
Valiant Laboratories Limited,2023-10-06,152.46,20.83,73.64,16.06,29.76,140,15.0,1,0,-32.14,2,"Blockbuster
Demand Stars"
Plaza Wires Limited,2023-10-12,71.28,42.84,388.09,374.81,160.97,54,55.56,1,1,3.72,0,"Retail-Driven
Weak Demand"
IRM Energy Limited,2023-10-26,544.36,44.73,48.34,9.29,27.05,505,-5.15,0,0,-45.15,1,"Institutional
Heavyweights"
Blue Jet Healthcare Limited,2023-11-01,840.27,13.72,13.59,2.24,7.95,346,4.02,1,0,125.59,1,"Institutional
Heavyweights"
Cello World Limited,2023-11-06,1900.0,108.57,24.42,3.06,38.9,648,28.24,1,1,-12.98,1,"Institutional
Heavyweights"
Honasa Consumer Limited (Mamaearth),2023-11-07,1701.44,11.5,4.02,1.35,7.61,324,0.0,0,0,-18.04,1,"Institutional
Heavyweights"
ESAF Small Finance Bank Limited,2023-11-10,463.0,173.52,84.37,16.97,73.15,60,19.83,1,1,-49.95,2,"Blockbuster
Demand Stars"
Protean eGov Technologies Limited,2023-11-13,489.95,46.94,31.62,8.93,23.86,792,0.0,0,0,-9.12,1,"Institutional
Heavyweights"
